"ฤฟฑ๊ฝฺตใ","ฤฟฑ๊ฝฺตใฯตอณภเะอ","ฤฟฑ๊ฝฺตใฮปบลร๛","ิดฝฺตใ","ิดฝฺตใภเะอ","ิดฝฺตใฮปบลร๛","ื้","สýพÝม๗ฯ๒","ร่ส๖","นซสฝ"
"FCS00910","VF","2110FV611301","OTS","VxOTS","FV611301.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV620301","OTS","VxOTS","FV620301.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV620501","OTS","VxOTS","FV620501.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV620701","OTS","VxOTS","FV620701.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV620702","OTS","VxOTS","FV620702.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV620703","OTS","VxOTS","FV620703.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV620704","OTS","VxOTS","FV620704.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV621401","OTS","VxOTS","FV621401.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV621402","OTS","VxOTS","FV621402.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV621501","OTS","VxOTS","FV621501.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV621602","OTS","VxOTS","FV621602.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV621901","OTS","VxOTS","FV621901.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV622001","OTS","VxOTS","FV622001.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV622002","OTS","VxOTS","FV622002.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FV622502","OTS","VxOTS","FV622502.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FY622101","OTS","VxOTS","FY622101.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FY622201","OTS","VxOTS","FY622201.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FYC6103","OTS","VxOTS","FYC6103.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110FYC6104","OTS","VxOTS","FYC6104.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110HV610701","OTS","VxOTS","HV610701.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110HV611101","OTS","VxOTS","HV611101.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110HV611102","OTS","VxOTS","HV611102.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110HV611103","OTS","VxOTS","HV611103.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110HV620304","OTS","VxOTS","HV620304.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110HV620305","OTS","VxOTS","HV620305.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110HV621701","OTS","VxOTS","HV621701.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110HV621702","OTS","VxOTS","HV621702.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110HV622001","OTS","VxOTS","HV622001.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110LV611401","OTS","VxOTS","LV611401.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110LV620501A","OTS","VxOTS","LV620501A.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110LV620501B","OTS","VxOTS","LV620501B.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110LV620901","OTS","VxOTS","LV620901.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110LV620902","OTS","VxOTS","LV620902.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110MS620701","OTS","VxOTS","MS620701.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110MS621001","OTS","VxOTS","MS621001.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110MS621801","OTS","VxOTS","MS621801.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110PV610701","OTS","VxOTS","PV610701.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110PV611201AO","OTS","VxOTS","PV611201AO.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110PV620401A","OTS","VxOTS","PV620401A.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110PV620401B","OTS","VxOTS","PV620401B.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110PV621404A","OTS","VxOTS","PV621404A.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110PV621404B","OTS","VxOTS","PV621404B.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110PV621502A","OTS","VxOTS","PV621502A.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110PV621502B","OTS","VxOTS","PV621502B.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110PV622401","OTS","VxOTS","PV622401.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110PY611101","OTS","VxOTS","PY611101.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110PY611102","OTS","VxOTS","PY611102.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110TV611002","OTS","VxOTS","TV611002.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110TV620401B","OTS","VxOTS","TV620401B.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110TV620701","OTS","VxOTS","TV620701.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110TV620901","OTS","VxOTS","TV620901.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110TV621701","OTS","VxOTS","TV621701.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110WI6101MBLL","OTS","VxOTS","WI6101MBLL.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110WI6102MBLL","OTS","VxOTS","WI6102MBLL.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110YFCE6202","OTS","VxOTS","YFCE6202.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110YFCK6201","OTS","VxOTS","YFCK6201.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110YFCK6203","OTS","VxOTS","YFCK6203.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110YFCK6205","OTS","VxOTS","YFCK6205.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110YFCP6203A","OTS","VxOTS","YFCP6203A.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110YFCP6203B","OTS","VxOTS","YFCP6203B.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110YFCX6203_2","OTS","VxOTS","YFCX6203_2.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110YFCX6204_2","OTS","VxOTS","YFCX6204_2.VAVALUE","AO","ถม","",""
"FCS00910","VF","2110AI611101DI","OTS","VxOTS","AI611101DI.STATUS","DI","ะด","",""
"FCS00910","VF","2110BS611001A","OTS","VxOTS","BS611001A.STATUS","DI","ะด","",""
"FCS00910","VF","2110BS611001B","OTS","VxOTS","BS611001B.STATUS","DI","ะด","",""
"FCS00910","VF","2110DCSMAR011_ALM","OTS","VxOTS","DCSMAR011_ALM.STATUS","DI","ะด","",""
"FCS00910","VF","2110DCSMAR012_ALM","OTS","VxOTS","DCSMAR012_ALM.STATUS","DI","ะด","",""
"FCS00910","VF","2110DCSRTP013_ALM","OTS","VxOTS","DCSRTP013_ALM.STATUS","DI","ะด","",""
"FCS00910","VF","2110DCSRTP014_ALM","OTS","VxOTS","DCSRTP014_ALM.STATUS","DI","ะด","",""
"FCS00910","VF","2110DCSRTP015_ALM","OTS","VxOTS","DCSRTP015_ALM.STATUS","DI","ะด","",""
"FCS00910","VF","2110DCSRTP016_ALM","OTS","VxOTS","DCSRTP016_ALM.STATUS","DI","ะด","",""
"FCS00910","VF","2110DCSRTP017_ALM","OTS","VxOTS","DCSRTP017_ALM.STATUS","DI","ะด","",""
"FCS00910","VF","2110DCSSYS008_ALM","OTS","VxOTS","DCSSYS008_ALM.STATUS","DI","ะด","",""
"FCS00910","VF","2110DCSSYS009_ALM","OTS","VxOTS","DCSSYS009_ALM.STATUS","DI","ะด","",""
"FCS00910","VF","2110DRSQ621701","OTS","VxOTS","DRSQ621701.STATUS","DI","ะด","",""
"FCS00910","VF","2110DRSQ621702","OTS","VxOTS","DRSQ621702.STATUS","DI","ะด","",""
"FCS00910","VF","2110DRSQ621703","OTS","VxOTS","DRSQ621703.STATUS","DI","ะด","",""
"FCS00910","VF","2110DRSQ621706","OTS","VxOTS","DRSQ621706.STATUS","DI","ะด","",""
"FCS00910","VF","2110DRSQ621707","OTS","VxOTS","DRSQ621707.STATUS","DI","ะด","",""
"FCS00910","VF","2110DRSQ621708","OTS","VxOTS","DRSQ621708.STATUS","DI","ะด","",""
"FCS00910","VF","2110DRSQ621709","OTS","VxOTS","DRSQ621709.STATUS","DI","ะด","",""
"FCS00910","VF","2110DRSQ621710","OTS","VxOTS","DRSQ621710.STATUS","DI","ะด","",""
"FCS00910","VF","2110ES62001D","OTS","VxOTS","ES62001D.STATUS","DI","ะด","",""
"FCS00910","VF","2110FSC620301","OTS","VxOTS","FSC620301.STATUS","DI","ะด","",""
"FCS00910","VF","2110HS611001","OTS","VxOTS","HS611001.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS610901","OTS","VxOTS","LS610901.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS610902","OTS","VxOTS","LS610902.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS610903","OTS","VxOTS","LS610903.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS610904","OTS","VxOTS","LS610904.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS611301H","OTS","VxOTS","LS611301H.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS611301L","OTS","VxOTS","LS611301L.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS611501","OTS","VxOTS","LS611501.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS611502","OTS","VxOTS","LS611502.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS611503","OTS","VxOTS","LS611503.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS611504","OTS","VxOTS","LS611504.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS621001","OTS","VxOTS","LS621001.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS621002","OTS","VxOTS","LS621002.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS622101","OTS","VxOTS","LS622101.STATUS","DI","ะด","",""
"FCS00910","VF","2110LS622201","OTS","VxOTS","LS622201.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSC620302","OTS","VxOTS","MSC620302.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSC620303","OTS","VxOTS","MSC620303.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSC620401","OTS","VxOTS","MSC620401.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSC620402","OTS","VxOTS","MSC620402.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSC620701","OTS","VxOTS","MSC620701.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSC621001","OTS","VxOTS","MSC621001.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSC621801","OTS","VxOTS","MSC621801.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSO620302","OTS","VxOTS","MSO620302.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSO620303","OTS","VxOTS","MSO620303.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSO620401","OTS","VxOTS","MSO620401.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSO620402","OTS","VxOTS","MSO620402.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSO620701","OTS","VxOTS","MSO620701.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSO621001","OTS","VxOTS","MSO621001.STATUS","DI","ะด","",""
"FCS00910","VF","2110MSO621801","OTS","VxOTS","MSO621801.STATUS","DI","ะด","",""
"FCS00910","VF","2110PA6101YC","OTS","VxOTS","PA6101YC.STATUS","DI","ะด","",""
"FCS00910","VF","2110PA6102YC","OTS","VxOTS","PA6102YC.STATUS","DI","ะด","",""
"FCS00910","VF","2110PSO620401A","OTS","VxOTS","PSO620401A.STATUS","DI","ะด","",""
"FCS00910","VF","2110RFL622401","OTS","VxOTS","RFL622401.STATUS","DI","ะด","",""
"FCS00910","VF","2110RFL622402","OTS","VxOTS","RFL622402.STATUS","DI","ะด","",""
"FCS00910","VF","2110RFL622403","OTS","VxOTS","RFL622403.STATUS","DI","ะด","",""
"FCS00910","VF","2110RFL622404","OTS","VxOTS","RFL622404.STATUS","DI","ะด","",""
"FCS00910","VF","2110RFL622405","OTS","VxOTS","RFL622405.STATUS","DI","ะด","",""
"FCS00910","VF","2110RFL622406","OTS","VxOTS","RFL622406.STATUS","DI","ะด","",""
"FCS00910","VF","2110RFL622407","OTS","VxOTS","RFL622407.STATUS","DI","ะด","",""
"FCS00910","VF","2110RFL622408","OTS","VxOTS","RFL622408.STATUS","DI","ะด","",""
"FCS00910","VF","2110RFL622409","OTS","VxOTS","RFL622409.STATUS","DI","ะด","",""
"FCS00910","VF","2110RFL622410","OTS","VxOTS","RFL622410.STATUS","DI","ะด","",""
"FCS00910","VF","2110SISIF6101I","OTS","VxOTS","SISIF6101I.STATUS","DI","ะด","",""
"FCS00910","VF","2110TB622101","OTS","VxOTS","TB622101.STATUS","DI","ะด","",""
"FCS00910","VF","2110WI6101GZ","OTS","VxOTS","WI6101GZ.STATUS","DI","ะด","",""
"FCS00910","VF","2110WI6101JL","OTS","VxOTS","WI6101JL.STATUS","DI","ะด","",""
"FCS00910","VF","2110WI6101JLGZ","OTS","VxOTS","WI6101JLGZ.STATUS","DI","ะด","",""
"FCS00910","VF","2110WI6101LJMC","OTS","VxOTS","WI6101LJMC.STATUS","DI","ะด","",""
"FCS00910","VF","2110WI6101YC","OTS","VxOTS","WI6101YC.STATUS","DI","ะด","",""
"FCS00910","VF","2110WI6101YX","OTS","VxOTS","WI6101YX.STATUS","DI","ะด","",""
"FCS00910","VF","2110WI6102GZ","OTS","VxOTS","WI6102GZ.STATUS","DI","ะด","",""
"FCS00910","VF","2110WI6102JBGZ","OTS","VxOTS","WI6102JBGZ.STATUS","DI","ะด","",""
"FCS00910","VF","2110WI6102JL","OTS","VxOTS","WI6102JL.STATUS","DI","ะด","",""
"FCS00910","VF","2110WI6102JLGZ","OTS","VxOTS","WI6102JLGZ.STATUS","DI","ะด","",""
"FCS00910","VF","2110WI6102LJMC","OTS","VxOTS","WI6102LJMC.STATUS","DI","ะด","",""
"FCS00910","VF","2110WI6102YC","OTS","VxOTS","WI6102YC.STATUS","DI","ะด","",""
"FCS00910","VF","2110WI6102YX","OTS","VxOTS","WI6102YX.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC610201","OTS","VxOTS","XLC610201.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC610202","OTS","VxOTS","XLC610202.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC610301","OTS","VxOTS","XLC610301.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC610302","OTS","VxOTS","XLC610302.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC610401","OTS","VxOTS","XLC610401.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC610402","OTS","VxOTS","XLC610402.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC610403","OTS","VxOTS","XLC610403.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC610404","OTS","VxOTS","XLC610404.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC610501","OTS","VxOTS","XLC610501.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC610701","OTS","VxOTS","XLC610701.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC611001","OTS","VxOTS","XLC611001.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC611002","OTS","VxOTS","XLC611002.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC611003","OTS","VxOTS","XLC611003.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC611004","OTS","VxOTS","XLC611004.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC611005","OTS","VxOTS","XLC611005.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC611006","OTS","VxOTS","XLC611006.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC611201","OTS","VxOTS","XLC611201.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLC611202","OTS","VxOTS","XLC611202.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO610201","OTS","VxOTS","XLO610201.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO610202","OTS","VxOTS","XLO610202.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO610301","OTS","VxOTS","XLO610301.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO610302","OTS","VxOTS","XLO610302.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO610401","OTS","VxOTS","XLO610401.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO610402","OTS","VxOTS","XLO610402.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO610403","OTS","VxOTS","XLO610403.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO610404","OTS","VxOTS","XLO610404.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO610501","OTS","VxOTS","XLO610501.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO610701","OTS","VxOTS","XLO610701.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO611001","OTS","VxOTS","XLO611001.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO611002","OTS","VxOTS","XLO611002.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO611003","OTS","VxOTS","XLO611003.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO611004","OTS","VxOTS","XLO611004.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO611005","OTS","VxOTS","XLO611005.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO611006","OTS","VxOTS","XLO611006.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO611201","OTS","VxOTS","XLO611201.STATUS","DI","ะด","",""
"FCS00910","VF","2110XLO611202","OTS","VxOTS","XLO611202.STATUS","DI","ะด","",""
"FCS00910","VF","2110XRSQ621701","OTS","VxOTS","XRSQ621701.STATUS","DI","ะด","",""
"FCS00910","VF","2110XRSQ621702","OTS","VxOTS","XRSQ621702.STATUS","DI","ะด","",""
"FCS00910","VF","2110XRSQ621703","OTS","VxOTS","XRSQ621703.STATUS","DI","ะด","",""
"FCS00910","VF","2110XRSQ621704","OTS","VxOTS","XRSQ621704.STATUS","DI","ะด","",""
"FCS00910","VF","2110XRSQ621705","OTS","VxOTS","XRSQ621705.STATUS","DI","ะด","",""
"FCS00910","VF","2110XRSQ621706","OTS","VxOTS","XRSQ621706.STATUS","DI","ะด","",""
"FCS00910","VF","2110XRSQ621707","OTS","VxOTS","XRSQ621707.STATUS","DI","ะด","",""
"FCS00910","VF","2110XRSQ621708","OTS","VxOTS","XRSQ621708.STATUS","DI","ะด","",""
"FCS00910","VF","2110XRSQ621709","OTS","VxOTS","XRSQ621709.STATUS","DI","ะด","",""
"FCS00910","VF","2110XRSQ621710","OTS","VxOTS","XRSQ621710.STATUS","DI","ะด","",""
"FCS00910","VF","2110XSC620901","OTS","VxOTS","XV620901.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621601","OTS","VxOTS","XV621601.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621605","OTS","VxOTS","XV621605.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621606","OTS","VxOTS","XV621606.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621701","OTS","VxOTS","XV621701.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621703","OTS","VxOTS","XV621703.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621704","OTS","VxOTS","XV621704.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621705","OTS","VxOTS","XV621705.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621706","OTS","VxOTS","XV621706.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621707","OTS","VxOTS","XV621707.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621708","OTS","VxOTS","XV621708.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621710","OTS","VxOTS","XV621710.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621711","OTS","VxOTS","XV621711.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621712","OTS","VxOTS","XV621712.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC621713","OTS","VxOTS","XV621713.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC622001","OTS","VxOTS","XV622001.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC622002","OTS","VxOTS","XV622002.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC622401","OTS","VxOTS","XV622401.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC622402","OTS","VxOTS","XV622402.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC622403","OTS","VxOTS","XV622403.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSC622503","OTS","VxOTS","XV622503.DI_CLOSE","DI","ะด","",""
"FCS00910","VF","2110XSO620901","OTS","VxOTS","XV620901.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621601","OTS","VxOTS","XV621601.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621605","OTS","VxOTS","XV621605.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621606","OTS","VxOTS","XV621606.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621701","OTS","VxOTS","XV621701.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621703","OTS","VxOTS","XV621703.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621704","OTS","VxOTS","XV621704.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621705","OTS","VxOTS","XV621705.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621706","OTS","VxOTS","XV621706.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621707","OTS","VxOTS","XV621707.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621708","OTS","VxOTS","XV621708.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621710","OTS","VxOTS","XV621710.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621711","OTS","VxOTS","XV621711.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621712","OTS","VxOTS","XV621712.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO621713","OTS","VxOTS","XV621713.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO622001","OTS","VxOTS","XV622001.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO622002","OTS","VxOTS","XV622002.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO622401","OTS","VxOTS","XV622401.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO622402","OTS","VxOTS","XV622402.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO622403","OTS","VxOTS","XV622403.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XSO622503","OTS","VxOTS","XV622503.DI_OPEN","DI","ะด","",""
"FCS00910","VF","2110XZLCF6101I","OTS","VxOTS","XZLCF6101I.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSAC6103","OTS","VxOTS","YSAC6103.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSAC6104","OTS","VxOTS","YSAC6104.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSAJ62015","OTS","VxOTS","YSAJ62015.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSAP6103","OTS","VxOTS","YSAP6103.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSAS6201","OTS","VxOTS","YSAS6201.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSHAC6103","OTS","VxOTS","YSHAC6103.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSHAC6104","OTS","VxOTS","YSHAC6104.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSHAMV621003","OTS","VxOTS","YSHAMV621003.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSHAMV621004","OTS","VxOTS","YSHAMV621004.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSHAMV621008","OTS","VxOTS","YSHAMV621008.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSHAP6103","OTS","VxOTS","YSHAP6103.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSHAS6201","OTS","VxOTS","YSHAS6201.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLC6101","OTS","VxOTS","YSLC6101.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLC6102","OTS","VxOTS","YSLC6102.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLC6103","OTS","VxOTS","YSLC6103.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLC6104","OTS","VxOTS","YSLC6104.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLJ62015","OTS","VxOTS","YSLJ62015.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLM6103","OTS","VxOTS","YSLM6103.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLM6104","OTS","VxOTS","YSLM6104.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLM6105","OTS","VxOTS","YSLM6105.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLM6106","OTS","VxOTS","YSLM6106.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLM6107","OTS","VxOTS","YSLM6107.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLM6108","OTS","VxOTS","YSLM6108.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLM6109","OTS","VxOTS","YSLM6109.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLME6102","OTS","VxOTS","YSLME6102.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLP6102A","OTS","VxOTS","YSLP6102A.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLP6102B","OTS","VxOTS","YSLP6102B.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLP6103","OTS","VxOTS","YSLP6103.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLP6104A","OTS","VxOTS","YSLP6104A.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLP6104B","OTS","VxOTS","YSLP6104B.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLP6105A","OTS","VxOTS","YSLP6105A.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLP6105B","OTS","VxOTS","YSLP6105B.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLP6106A","OTS","VxOTS","YSLP6106A.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLP6106B","OTS","VxOTS","YSLP6106B.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLR622101","OTS","VxOTS","YSLR622101.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLR622201","OTS","VxOTS","YSLR622201.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSLS6201","OTS","VxOTS","YSLS6201.STATUS","DI","ะด","",""
"FCS00910","VF","2110YSRS6201","OTS","VxOTS","YSRS6201.STATUS","DI","ะด","",""
"FCS00910","VF","2110DRSQ621711","OTS","VxOTS","DRSQ621711.DO_REMOTEOPEN","DO","ถม","",""
"FCS00910","VF","2110DRSQ621712","OTS","VxOTS","DRSQ621712.DO_REMOTEOPEN","DO","ถม","",""
